transaction_id,timestamp,customer_id,product_id,quantity,discount_applied,gross_revenue,campaign_id,refund_flag
61804,7/10/2022 15:04,19035,,1,0.15,,45,0
23662,4/28/2022 6:03,19036,1999,1,0.15,19.45,39,0
37422,5/18/2023 5:23,19037,174,1,0,18.46,13,0
95310,2/15/2023 11:29,19040,1194,1,0.05,64.04,0,0
9136,4/4/2022 18:03,19042,1884,1,0,40.61,10,0
6752,1/10/2022 12:51,19044,1549,1,0,53.08,19,0
51772,6/20/2022 18:44,19045,1881,2,0.1,452.41,0,0
97932,8/9/2022 22:56,19045,1392,1,0,18.91,0,0
19916,9/20/2023 20:59,19048,858,1,0,21.46,44,0
81547,11/11/2021 7:16,19048,1664,1,0,34.32,46,0
39798,4/29/2021 13:38,19050,525,1,0.05,48.93,22,0
96228,3/1/2022 19:27,19051,632,1,0,20.3,31,0
14023,7/3/2021 19:10,19052,726,3,0,513.36,4,0
27802,11/29/2022 6:09,19052,1713,1,0,88.37,37,0
33987,8/4/2022 6:47,19052,1165,1,0.15,31.36,0,0
100514,9/28/2022 3:46,19052,1351,1,0.15,13.63,0,0
17786,6/14/2022 12:11,19055,1395,1,0.15,77,29,0
70948,6/19/2022 15:15,19055,1208,1,0.05,24.15,45,0
66733,2/18/2021 22:50,19057,,1,0.05,,31,0
77460,7/5/2022 10:06,19059,61,1,0,85.58,0,0
100085,1/7/2023 7:05,19059,933,4,0,736.36,16,0
50772,3/18/2021 15:08,19060,144,1,0,53.71,14,0
69585,7/2/2023 1:26,19060,773,1,0.15,51,28,0
76230,5/16/2021 5:57,19063,945,2,0,156.12,40,0
63407,12/31/2022 10:50,19065,727,1,0,202.15,4,0
7934,6/14/2021 17:25,19066,791,1,0.1,117.58,25,0
82891,10/27/2023 9:15,19066,1709,1,0,51.47,27,0
97954,5/20/2023 20:14,19066,1652,1,0,50.25,0,0
17332,4/5/2021 19:45,19067,333,1,0.15,52.51,0,0
83476,5/5/2022 8:25,19067,1526,1,0,14.03,32,0
1618,8/18/2021 3:06,19068,654,1,0.05,28.79,0,0
97373,8/6/2021 16:12,19068,173,2,0.05,207.73,3,0
60022,9/12/2021 18:07,19069,1725,1,0.1,127.47,36,0
72024,5/28/2022 10:05,19069,1552,2,0.05,142.65,0,0
34341,9/19/2022 22:25,19070,591,1,0,164.09,0,0
9895,6/22/2022 7:44,19071,1012,1,0,85.52,39,0
90731,5/2/2021 14:31,19071,1493,1,0,53.44,47,0
15789,1/20/2023 17:43,19073,1350,1,0.15,85.63,12,0
69996,2/27/2021 10:26,19073,474,1,0,36.35,36,0
18821,11/27/2022 5:24,19074,1245,1,0,16.54,6,0
57627,5/7/2023 15:05,19075,1062,1,0.15,16.42,6,0
91568,4/1/2021 7:49,19075,3,1,0.1,148.91,15,0
11001,3/20/2021 10:20,19076,1441,1,0.1,72.51,0,0
12348,7/21/2023 18:16,19077,1670,4,0.1,312.84,0,0
8777,2/3/2023 11:46,19079,717,1,0,89.93,0,0
53867,12/5/2022 11:40,19080,84,1,0.1,75.21,39,0
59160,2/2/2022 7:23,19080,1809,1,0,97.21,0,0
94439,2/1/2021 16:02,19082,832,3,0.15,198.39,0,0
4395,12/14/2021 16:55,19083,191,1,0,57.05,22,0
36505,11/24/2023 19:01,19083,566,1,0,77.96,49,0
77462,1/30/2023 17:21,19083,1592,1,0,34.66,35,0
98538,7/20/2021 18:06,19083,1545,1,0,32.73,0,0
2929,7/11/2021 7:29,19084,533,1,0.05,89.45,24,0
51585,3/8/2022 7:53,19084,,1,0,,26,0
82630,11/6/2021 8:54,19084,1834,1,0,106.74,0,0
13686,1/30/2022 20:08,19086,1459,2,0,278.96,27,0
93961,5/6/2022 12:52,19086,206,1,0,51.19,45,0
68762,3/11/2022 19:31,19088,,1,0.2,,31,0
68048,8/21/2022 10:51,19089,376,1,0,102.65,48,0
23621,8/17/2022 5:37,19090,458,2,0,103.38,0,0
75148,12/3/2023 19:46,19091,1830,3,0,147.75,19,0
21946,1/9/2023 23:55,19096,1164,1,0,251.74,36,0
70818,1/22/2023 2:20,19096,943,1,0.05,74.54,15,0
41025,9/25/2021 11:35,19097,1479,1,0,13.52,0,0
11962,9/16/2023 15:38,19098,1868,1,0,46.09,45,0
93314,6/25/2021 14:45,19098,966,1,0.05,68.33,20,0
17982,11/30/2023 13:54,19099,190,1,0,166.89,12,0
22071,11/7/2021 23:38,19099,1807,1,0,26.19,0,0
37706,8/21/2022 18:33,19099,1885,1,0.05,44.56,0,0
80495,1/6/2023 8:12,19099,246,1,0,64.53,21,0
53551,5/1/2021 10:12,19100,772,2,0,39.82,47,0
69704,2/1/2023 12:25,19100,1748,1,0,71.32,48,0
98243,12/20/2021 12:40,19100,783,1,0.15,35.41,13,0
75172,4/27/2023 21:11,19102,1074,1,0,20.91,7,0
723,8/13/2023 9:01,19103,953,2,0.1,24.66,11,0
6061,11/12/2022 6:37,19103,223,1,0,399.36,12,0
100289,12/13/2022 17:05,19103,350,3,0,57.12,16,0
23917,2/11/2023 13:54,19104,850,3,0.1,243.46,0,0
79929,12/10/2021 16:01,19106,1608,1,0,57.05,45,0
81486,8/22/2021 7:22,19106,499,2,0,179.38,37,0
24877,9/2/2022 19:13,19107,1366,1,0,89.33,24,0
39714,7/30/2021 9:25,19107,525,1,0,51.51,21,0
58175,9/19/2023 9:45,19108,1141,2,0,287.2,4,0
9683,1/8/2022 10:11,19109,1566,2,0.1,33.32,5,0
37229,9/26/2023 20:47,19111,383,2,0.1,234.76,44,0
36146,9/3/2022 0:22,19112,1406,2,0,30.44,30,0
54847,9/9/2023 11:18,19113,1491,2,0,480.12,17,0
67282,11/9/2021 20:09,19113,1813,3,0,55.17,32,0
62176,8/2/2023 0:49,19114,1441,1,0,80.57,0,0
60425,6/25/2021 14:38,19115,1330,2,0.05,306.77,14,0
93429,5/5/2021 15:15,19115,1007,1,0.05,216.85,7,0
17553,10/30/2021 13:35,19116,992,1,0.05,56.85,30,0
56450,1/3/2022 18:40,19116,605,1,0,53.64,5,0
42334,7/15/2021 23:06,19117,884,2,0,24.4,12,0
56561,8/5/2021 18:25,19117,,1,0.05,,13,0
24126,1/30/2021 14:28,19120,247,2,0,90.9,14,0
101327,6/5/2022 15:58,19120,141,1,0.1,73,0,0
37278,11/6/2023 21:58,19121,1,3,0,-42.57,48,1
62226,11/16/2023 19:33,19121,875,2,0,230.74,8,0
58337,5/5/2023 7:45,19122,624,2,0,50.74,50,0
93739,8/11/2021 11:13,19122,,3,0,,40,0
99782,8/25/2022 14:40,19123,1264,1,0.1,13.17,31,0
47635,12/28/2021 22:03,19124,1551,2,0.1,37.58,28,0
73410,10/5/2022 11:58,19128,1130,4,0,120.64,36,0
95910,6/12/2021 9:39,19131,978,1,0.2,31.13,3,0
4060,3/13/2023 11:22,19132,1651,3,0,244.59,1,0
78731,1/22/2022 20:24,19133,1837,1,0,10.49,40,0
80267,6/6/2021 15:46,19134,1055,1,0,55.93,41,0
6920,8/23/2023 8:39,19135,5,3,0.1,195.75,11,0
16182,2/4/2021 18:31,19135,77,2,0.1,166.03,0,0
38899,8/20/2021 20:26,19135,1704,1,0,52.65,35,0
76276,9/22/2023 23:36,19135,,1,0,,18,0
13637,12/21/2023 3:09,19136,1558,1,0,128.9,49,0
45836,1/18/2022 20:12,19136,972,1,0.2,48.57,0,0
77033,4/25/2021 17:58,19137,652,1,0,8.96,6,0
97981,8/30/2022 14:12,19137,857,1,0,185.19,0,0
76812,2/9/2023 16:21,19138,1187,1,0,70.27,43,0
102396,12/19/2022 5:01,19138,1529,2,0,100.4,15,0
63510,5/13/2023 15:21,19139,353,1,0,71.01,0,0
85301,2/1/2022 0:39,19140,894,1,0.2,67.5,10,0
73089,11/28/2021 8:13,19143,690,3,0,76.41,2,0
16648,7/4/2021 10:54,19144,1999,1,0,22.88,27,0
27472,10/28/2022 6:05,19145,1982,1,0.05,47.03,16,0
39641,4/27/2023 21:50,19148,1824,2,0.05,19.74,37,0
43005,4/28/2021 7:15,19148,1105,1,0,48.87,45,0
24043,1/13/2021 11:18,19149,1381,4,0.2,704.77,45,0
94353,6/21/2023 20:48,19149,1347,1,0.15,64.87,21,0
27747,1/12/2022 20:08,19150,61,2,0.1,154.04,24,0
44478,4/11/2021 18:13,19150,209,1,0,81.39,25,0
16074,12/9/2022 5:05,19151,1782,3,0,256.8,48,0
77445,8/7/2021 4:55,19154,,1,0,,20,0
69303,7/23/2023 0:12,19155,1462,1,0.15,-64.83,0,1
73054,12/26/2021 14:27,19156,760,1,0.05,96.17,37,0
87775,11/11/2021 18:43,19156,666,1,0,139.74,47,0
89083,12/31/2021 5:23,19156,1777,1,0.2,193.42,0,0
35956,9/25/2023 17:26,19157,94,3,0,205.89,0,0
66039,5/2/2021 0:06,19157,991,1,0,30.96,40,0
32153,12/9/2022 17:51,19158,1411,1,0,13.76,0,0
66529,3/13/2023 22:01,19158,1646,2,0.05,119.11,0,0
79885,8/28/2021 23:14,19158,603,1,0,76.66,17,0
57604,12/6/2023 7:52,19161,82,1,0.1,56.32,49,0
4598,5/31/2022 9:20,19162,810,1,0,79.71,2,0
65859,9/2/2021 12:32,19162,,1,0,,0,0
55863,5/3/2022 5:12,19163,389,1,0,21.15,0,0
58970,12/19/2021 6:06,19163,378,1,0,113.72,37,0
66753,10/3/2021 6:50,19166,,1,0,,38,0
6356,9/18/2022 15:32,19167,1173,1,0.2,112.34,27,0
54410,3/8/2022 15:47,19167,1523,2,0.15,198.78,15,0
44810,8/18/2023 11:22,19169,216,1,0.1,75.14,19,0
61359,8/9/2021 12:00,19169,1596,1,0.1,22.23,36,0
21338,5/26/2023 10:10,19170,1682,1,0,168.53,31,0
83903,1/7/2022 15:55,19171,613,1,0.05,28.92,21,0
51525,8/12/2023 16:03,19172,1930,3,0.05,343.05,36,0
96134,10/15/2023 18:29,19174,334,1,0,73.08,14,0
46936,12/13/2023 21:58,19176,123,1,0,97.08,6,0
29108,10/17/2021 7:21,19177,381,1,0.05,-20.12,44,1
62750,2/17/2021 11:10,19177,1284,4,0,34.84,41,0
62814,4/22/2023 19:24,19177,860,1,0.05,129.78,16,0
90462,11/2/2023 19:27,19177,,1,0,,0,0
95136,8/9/2022 5:08,19177,653,1,0.05,30.26,50,0
1297,4/30/2023 22:50,19178,1318,1,0,40.65,23,0
57430,1/2/2023 17:20,19178,1132,3,0.2,254.93,48,0
84328,4/18/2023 19:59,19180,1456,4,0.05,75.66,23,0
18796,7/21/2022 8:08,19183,289,1,0,77.34,39,0
76604,2/9/2022 12:28,19183,1849,1,0.2,79.07,11,0
8801,9/29/2023 18:04,19185,494,1,0,15.05,50,0
28889,7/26/2021 6:19,19187,,1,0,,17,0
44393,7/17/2022 19:59,19188,1277,1,0.05,142.39,0,0
37283,2/10/2022 12:34,19189,402,4,0,440.6,41,0
57878,8/23/2023 12:47,19189,1032,1,0,21.92,32,0
93607,2/26/2023 4:21,19190,1138,1,0,100.71,28,0
51474,3/9/2021 15:54,19192,1084,1,0.15,144.08,6,0
55898,12/17/2022 22:13,19192,1289,1,0,54.43,43,0
28114,2/20/2022 21:18,19193,,1,0.05,,39,0
59875,12/8/2023 20:16,19194,1708,2,0,58.56,24,0
14440,3/7/2021 5:48,19195,,1,0.05,,15,1
93721,5/16/2022 21:54,19198,59,1,0,113.38,44,0
86385,8/19/2021 2:38,19199,919,1,0,195.76,39,0
62641,3/27/2023 21:58,19200,1466,1,0.15,11.3,8,0
47651,12/5/2021 7:10,19203,1733,1,0.1,20.45,42,0
56327,9/19/2022 1:32,19203,1618,2,0.15,28.22,13,0
37220,4/20/2021 20:40,19204,790,1,0.15,122.5,17,0
102673,6/28/2022 5:44,19204,1152,2,0.2,25.14,0,0
12735,2/12/2021 20:04,19206,1832,1,0.2,42.74,0,0
35630,5/1/2021 7:42,19207,963,1,0,61.2,48,0
54932,6/25/2022 20:35,19207,939,1,0,58.86,18,0
25562,3/27/2021 18:33,19208,356,1,0,33.53,21,0
90515,2/20/2021 3:48,19208,,1,0.05,,32,0
48384,7/17/2023 1:04,19209,1583,2,0,282.96,17,0
29795,11/13/2022 18:08,19210,805,1,0.05,112.72,17,0
69195,8/2/2021 9:29,19210,1024,1,0,71.58,0,0
84181,1/7/2022 20:13,19210,1397,1,0,15.45,36,0
85784,10/20/2022 1:56,19210,1853,1,0,92.26,17,0
37731,11/10/2023 11:05,19211,1479,1,0.2,10.82,29,0
3533,5/10/2022 3:22,19212,328,1,0.1,26.74,0,0
41197,9/11/2021 17:41,19216,1859,1,0,37.49,4,0
75944,12/15/2021 13:06,19217,920,1,0.15,31.09,5,0
1479,2/4/2021 6:45,19218,221,1,0.15,35.97,5,0
46312,7/3/2023 7:24,19219,72,3,0,123.72,32,0
52635,10/5/2021 12:06,19219,,1,0.1,,0,0
5336,8/18/2023 2:39,19220,225,4,0.1,178.63,0,0
34881,6/9/2022 16:53,19222,945,1,0,78.06,16,0
39519,12/5/2022 20:54,19224,1309,1,0,164.88,4,0
79370,10/6/2022 20:23,19224,561,1,0.05,70.19,19,0
60052,5/17/2023 16:23,19226,285,1,0,197.18,9,0
70473,5/16/2021 14:48,19226,724,1,0,83.16,8,0
264,12/18/2022 20:28,19227,1791,1,0.05,14.34,48,0
50699,10/3/2021 4:44,19227,478,1,0.15,27.91,11,0
59648,2/18/2023 7:06,19227,423,1,0,68.68,29,0
72488,11/15/2023 21:50,19228,1202,1,0.1,54.18,23,0
43192,12/25/2021 8:48,19231,129,1,0.2,7.85,5,0
95517,3/3/2022 13:33,19231,1951,1,0,62.52,0,0
85775,6/6/2021 6:26,19232,1554,1,0,31.01,0,0
9601,7/15/2023 5:55,19234,1581,4,0.05,437.08,9,0
67380,7/2/2022 12:28,19239,197,1,0,62.85,0,0
60320,2/4/2023 20:26,19240,1046,3,0.2,116.95,33,0
85226,5/15/2022 11:48,19241,803,2,0,286.2,0,0
88722,5/9/2021 20:41,19241,1261,1,0,67.89,31,0
51676,6/16/2023 13:33,19242,1093,3,0,213.3,7,0
56722,12/2/2022 17:51,19242,211,2,0.1,151.52,41,0
27804,12/21/2021 6:22,19243,1481,2,0,130.12,0,0
56211,4/15/2023 8:22,19243,,1,0,,7,0
86236,6/1/2023 6:51,19243,1919,1,0,67.08,18,0
42177,8/20/2021 3:49,19245,1607,1,0.1,18.68,36,0
91406,8/28/2022 7:17,19245,1136,1,0.05,26.98,0,0
2715,8/11/2021 10:41,19246,1488,1,0,18.04,3,0
86515,12/18/2022 22:35,19247,68,1,0,49.36,12,0
35070,8/8/2021 15:36,19248,1463,1,0,129.98,39,0
38476,11/13/2021 15:26,19248,,2,0,,18,0
24704,1/10/2023 14:03,19250,859,1,0,111.08,3,0
41218,9/26/2021 13:11,19252,61,3,0.2,205.39,0,0
63244,6/23/2022 19:08,19252,1591,2,0.1,203.15,35,0
62936,12/6/2022 16:17,19253,374,1,0,146.28,9,0
28352,3/18/2023 7:41,19254,579,1,0,24.43,35,0
86075,5/22/2022 6:46,19255,1261,1,0,67.89,23,0
96962,11/8/2023 19:49,19256,1563,1,0,106.29,37,0
66860,3/28/2021 21:04,19258,418,1,0,166.55,18,0
28650,1/15/2023 22:31,19259,879,1,0,45.12,23,0
31277,3/21/2022 19:54,19259,,1,0,,0,0
8993,10/20/2023 19:03,19260,1315,2,0,14.78,32,0
94050,8/14/2021 10:44,19260,6,1,0.15,48.52,0,0
95213,10/1/2022 16:26,19260,1965,1,0.15,101.01,9,0
101133,5/27/2021 13:24,19260,,1,0.1,,42,0
329,5/22/2023 0:38,19261,664,1,0.1,38.48,18,0
46522,3/18/2023 15:03,19262,1830,1,0,49.25,49,0
88225,7/26/2023 9:19,19265,1732,1,0.15,17.36,4,0
61714,12/22/2021 21:24,19266,363,1,0.1,81.79,41,0
58343,4/3/2022 10:28,19269,877,3,0.05,24.05,39,0
77143,1/13/2021 6:42,19269,973,2,0,392.52,39,0
90871,2/12/2023 17:03,19269,1331,1,0.05,24.72,14,0
62382,3/27/2021 18:22,19270,1373,1,0.1,-50.84,45,1
86889,11/30/2023 5:30,19271,,1,0,,13,0
48884,10/20/2022 0:27,19272,1556,1,0,17.39,20,0
41394,12/15/2021 10:19,19274,577,1,0.1,102.06,0,0
66434,3/16/2023 15:25,19274,1389,1,0,91.41,5,0
100014,9/1/2022 11:00,19277,123,1,0,97.08,3,0
34211,10/19/2021 14:37,19279,1151,1,0.2,121.34,11,0
1317,12/6/2021 22:13,19280,,1,0,,50,0
71676,4/10/2022 5:26,19280,13,2,0,123.62,13,0
23181,12/11/2023 19:25,19282,1316,1,0,111.46,46,0
2523,5/25/2021 8:58,19284,1437,1,0,119.46,10,0
3909,6/14/2022 15:29,19284,129,1,0.05,9.32,13,0
73995,10/12/2023 20:58,19285,1075,2,0,175.44,0,0
75257,9/11/2023 3:06,19286,1667,1,0.05,68.37,45,0
25703,4/8/2023 10:37,19287,1176,1,0.1,99.33,7,0
101027,12/8/2022 22:19,19287,1865,2,0,25.58,0,0
3164,5/14/2023 6:01,19288,1471,1,0,74.49,21,0
30572,11/11/2021 4:40,19289,1737,1,0.1,66.01,29,0
67832,9/1/2021 19:50,19290,530,1,0.05,7.39,49,0
38623,11/15/2022 2:35,19291,1011,1,0.05,65.83,26,0
29379,6/20/2023 19:45,19292,1398,1,0.1,64.45,36,0
45541,2/1/2021 19:47,19293,1299,1,0,227.99,32,0
223,12/18/2022 19:05,19294,1465,2,0,262.88,4,0
57346,9/6/2021 8:55,19294,1477,1,0,56.55,0,0
64717,11/1/2021 15:31,19294,847,2,0,91.68,0,0
60006,6/16/2021 10:28,19295,275,2,0.05,28.04,0,0
54348,4/7/2023 18:04,19299,1896,1,0,99.37,17,0
61085,9/11/2023 4:49,19299,212,1,0.1,49.02,0,0
71878,11/9/2022 5:30,19299,975,1,0.05,73.68,2,0
66166,12/26/2022 3:19,19300,1221,1,0,49.85,42,0
9104,7/8/2021 3:03,19303,1694,2,0,41.4,0,0
56887,5/9/2021 11:56,19303,1179,1,0,147.81,32,0
21518,9/12/2023 14:23,19304,1440,1,0,10.26,28,0
61139,1/26/2023 12:47,19304,673,1,0.05,147.29,0,0
54010,5/22/2021 0:25,19305,461,2,0,37.52,4,0
7285,11/23/2022 6:28,19307,1711,1,0.05,77.5,5,0
37329,12/24/2023 8:37,19308,666,2,0.2,223.58,9,0
42510,4/17/2021 6:25,19308,325,1,0,233.18,0,0
85287,4/15/2022 0:06,19308,623,2,0,122.72,9,0
82985,6/3/2023 15:03,19309,549,1,0.1,23.51,16,0
62008,10/21/2023 7:45,19310,1550,1,0.05,47.55,23,0
30999,3/6/2023 15:06,19311,1923,3,0,169.44,23,0
76404,10/7/2021 14:11,19314,926,2,0,28.56,3,0
102929,6/3/2021 11:01,19315,1823,1,0.05,16.64,6,0
90536,12/4/2023 20:51,19317,932,1,0,103.79,29,0
50513,9/23/2023 13:33,19319,346,1,0.2,44.19,40,0
22169,8/29/2023 20:37,19321,1299,1,0.1,205.19,0,0
25022,12/27/2022 12:02,19321,430,1,0,108.99,8,0
82206,11/1/2023 6:39,19323,,1,0,,0,0
98723,3/19/2023 20:31,19323,1330,1,0.15,137.24,30,0
102506,7/7/2023 15:19,19324,919,4,0.1,704.74,35,0
15166,4/22/2022 0:42,19325,,1,0,,5,0
20319,11/16/2021 14:12,19326,312,1,0.05,58.77,29,0
97385,9/1/2022 6:32,19327,1443,1,0,38.29,0,0
45928,12/11/2022 18:18,19329,915,1,0,52.26,30,0
87337,6/25/2021 4:07,19329,422,1,0,86.6,8,0
18135,8/24/2023 15:45,19331,305,1,0.2,54.94,36,0
88331,4/4/2022 14:05,19332,796,1,0,118.92,24,0
63421,8/5/2023 7:20,19333,345,1,0.15,51.43,4,0
53443,7/16/2021 13:11,19335,1004,2,0,99.86,38,0
3049,1/12/2023 5:32,19336,1321,1,0,139.92,48,0
20324,6/18/2021 7:08,19337,1549,1,0,53.08,40,0
92724,2/3/2021 7:08,19338,483,1,0.1,39.83,7,0
24785,1/12/2023 15:08,19340,336,1,0.05,111.75,10,0
100392,12/6/2021 5:28,19341,,1,0,,44,0
54706,6/1/2023 20:11,19342,630,1,0,47.27,33,0
80112,4/3/2023 19:00,19343,1750,1,0.2,53.5,3,0
60522,11/28/2023 23:07,19344,773,1,0,60,38,0
81359,10/24/2022 5:45,19344,374,1,0,146.28,0,0
13757,5/8/2022 22:45,19346,585,4,0,301.52,37,0
20164,4/27/2022 19:33,19349,1072,1,0.2,39.16,25,0
47756,1/26/2022 2:25,19349,314,3,0,147.99,40,0
4854,8/30/2021 22:32,19350,606,1,0,158.02,3,0
36964,9/12/2022 15:38,19350,1299,1,0,227.99,5,0
12652,3/30/2023 13:08,19351,,3,0,,32,0
14544,2/23/2022 14:05,19351,351,1,0.15,113.77,0,0
14067,11/8/2023 23:52,19352,1676,1,0.1,5.33,14,0
32747,11/21/2022 16:22,19353,552,1,0,11.22,49,0
71125,12/20/2023 4:59,19353,59,2,0.05,215.42,19,0
60191,5/4/2021 21:31,19354,1615,1,0,108.56,25,0
22834,2/6/2022 20:28,19355,,1,0,,0,0
42929,6/6/2022 15:42,19355,,3,0,,37,0
46431,10/30/2022 20:27,19355,67,2,0,75.4,2,0
56393,10/19/2023 13:24,19355,716,1,0,34.28,21,0
5080,10/23/2023 18:22,19356,,2,0,,48,0
90781,12/24/2021 19:57,19357,709,2,0.05,135.93,4,0
87146,9/4/2021 2:58,19358,563,1,0,67.08,33,0
26427,4/14/2023 12:27,19360,790,1,0,144.12,48,0
59758,8/8/2022 6:49,19360,40,4,0,417.44,44,0
30536,4/26/2023 19:26,19362,690,1,0.15,21.65,0,0
44481,8/14/2022 17:38,19362,,1,0,,7,0
57246,12/22/2021 16:59,19362,518,1,0,58.37,14,0
9655,11/8/2023 9:23,19363,,3,0,,32,0
13463,10/3/2023 13:18,19364,1547,1,0.1,31.24,0,0
98618,11/11/2022 20:33,19365,1360,3,0,230.94,4,0
8494,8/17/2022 17:04,19368,1446,1,0,42.41,2,0
80403,5/14/2023 6:26,19368,1432,1,0.2,44.52,0,0
91920,6/13/2022 13:24,19368,,1,0,,43,0
99692,11/17/2022 19:39,19369,174,1,0,18.46,44,0
7586,9/24/2022 14:34,19370,1083,1,0.05,13.2,9,0
11224,10/17/2023 4:23,19370,39,4,0.15,128.86,48,0
40822,7/22/2023 8:57,19370,1853,1,0.05,87.65,0,0
59393,9/28/2022 4:06,19371,1491,1,0,240.06,24,0
53070,8/19/2023 0:42,19372,1517,1,0,120.59,0,0
89202,9/2/2021 19:22,19372,1301,2,0,56.28,23,0
97959,2/2/2022 7:53,19372,743,1,0.05,77.43,0,0
14664,3/6/2021 17:20,19373,1355,1,0.2,-136.62,0,1
95021,11/16/2022 8:51,19374,201,1,0,39.11,0,0
2118,9/24/2022 13:34,19375,840,1,0.1,92.51,41,0
29446,3/10/2021 21:05,19376,1699,1,0.05,82.61,11,0
35613,1/9/2023 20:44,19376,1648,1,0.05,59.88,50,0
36925,6/5/2022 14:26,19376,809,2,0,147.76,1,0
20601,3/14/2023 6:32,19377,1465,1,0.15,111.72,33,0
95655,6/13/2023 16:36,19377,1825,1,0.15,43.04,3,0
48827,8/4/2021 16:59,19378,1908,1,0,50.05,0,0
57898,5/7/2022 21:32,19379,650,2,0,101.88,0,0
71772,6/4/2023 10:50,19380,44,1,0,123.03,7,0
86961,7/15/2023 16:17,19380,1165,1,0,36.89,47,0
77987,5/6/2021 18:29,19385,1728,1,0.1,41.25,0,0
86779,8/8/2022 0:08,19385,,1,0,,45,0
77428,3/18/2023 18:39,19386,981,3,0.1,49.95,15,0
32331,8/6/2021 10:01,19390,686,1,0.05,126.54,0,0
1768,8/3/2021 17:21,19391,35,1,0.15,96.62,21,0
28972,9/16/2022 6:46,19392,1935,3,0,142.44,48,0
78053,9/25/2021 22:09,19392,1182,1,0,65.95,24,0
21431,5/14/2021 20:28,19395,1226,3,0,573.54,35,0
35023,8/18/2021 12:39,19395,502,1,0,15.57,0,0
47584,10/9/2021 10:24,19395,,1,0,,0,0
78899,1/8/2023 23:09,19395,691,1,0,11.91,6,0
82476,9/10/2023 14:32,19395,646,1,0.15,103.62,41,0
75932,7/18/2023 7:58,19396,26,2,0.1,103.9,15,0
85035,8/1/2023 18:44,19396,1681,1,0,12.02,33,0
85143,9/24/2022 22:53,19396,494,1,0,15.05,43,0
22522,1/5/2021 10:13,19399,1947,2,0.15,74.26,15,0
46150,3/5/2022 21:45,19399,289,2,0.1,139.21,37,0
14662,2/13/2021 18:37,19400,559,1,0,79.22,23,0
95702,5/5/2023 11:48,19400,69,1,0.1,87.94,33,0
50276,11/13/2023 16:29,19401,1621,1,0,86.09,2,0
32883,8/20/2022 22:48,19403,1601,2,0,323.96,4,0
70346,11/4/2021 1:51,19405,1100,1,0,219.64,50,0
5877,6/10/2023 17:10,19406,,1,0.15,,34,0
23642,12/24/2021 7:00,19406,1515,1,0.2,48.46,0,0
63892,8/16/2023 18:59,19406,172,1,0,72.02,46,0
81497,2/20/2023 6:12,19407,953,2,0,27.4,50,0
89479,2/24/2022 19:41,19409,280,1,0.15,13.57,5,0
3874,12/15/2021 0:20,19410,1299,3,0.2,-547.18,23,1
47979,6/25/2021 9:31,19410,1247,2,0,159.88,5,0
21363,12/9/2023 11:58,19411,1358,2,0,70.24,0,0
73537,12/23/2021 7:09,19411,162,1,0.15,31.54,0,0
77951,7/4/2023 6:30,19411,1437,1,0.1,107.51,45,0
79982,6/21/2021 9:03,19411,365,1,0.2,121.9,11,0
533,11/7/2023 8:55,19412,,2,0.05,,36,0
78210,8/27/2023 16:17,19412,620,1,0.05,81.36,39,0
95633,6/18/2022 8:31,19413,653,1,0,31.85,0,0
1050,12/6/2022 14:20,19416,552,1,0,11.22,4,0
20118,7/6/2021 13:17,19418,,1,0,,49,0
23848,10/17/2023 13:27,19418,224,2,0,162.04,22,0
48872,5/14/2021 18:28,19420,,1,0.2,,43,0
97925,1/4/2021 19:10,19420,827,1,0,58.11,23,0
22957,4/26/2023 16:52,19421,1024,3,0,214.74,34,0
75364,6/12/2022 3:31,19421,616,1,0.1,74.56,50,0
50733,9/2/2023 20:11,19422,1115,1,0.05,34.67,15,0
20424,12/21/2023 20:39,19425,1949,3,0,160.59,39,0
76185,7/13/2023 13:04,19425,330,1,0,30.41,13,0
87796,3/19/2022 18:34,19425,1661,1,0.1,11.31,14,0
20749,3/7/2022 15:55,19426,,3,0.1,,28,0
17081,6/6/2021 20:49,19427,1992,1,0,29.21,24,0
93051,4/25/2022 15:37,19427,314,1,0,49.33,32,0
11659,4/12/2023 19:50,19430,348,2,0,70.46,5,0
45809,7/27/2021 11:59,19431,1166,1,0,77.63,26,0
69497,5/5/2023 21:32,19431,1528,1,0,74.69,3,0
90881,2/27/2023 9:11,19431,,1,0.05,,7,0
92418,2/27/2022 23:01,19432,720,3,0,155.37,9,0
30958,12/13/2023 7:16,19433,343,1,0,175.43,49,0
73999,4/21/2023 16:42,19434,1618,1,0,-16.6,13,1
4108,11/9/2021 18:46,19435,1444,2,0.1,176.04,18,0
3716,7/27/2021 2:55,19436,666,1,0,139.74,46,0
60138,9/6/2021 21:41,19436,1978,1,0,184.06,19,0
102604,10/3/2023 21:45,19437,1252,1,0,53.46,26,0
98971,11/22/2023 17:27,19440,1706,3,0.05,448.25,45,0
16325,1/28/2022 11:04,19441,457,1,0.1,23.84,31,0
78270,12/21/2023 15:41,19442,1228,1,0,116.83,11,0
4730,8/22/2022 23:09,19443,1035,1,0,62.29,0,0
89317,11/14/2022 18:10,19443,,1,0,,19,0
31212,12/14/2023 23:24,19444,1405,1,0.05,128.23,0,0
63869,7/29/2023 21:57,19445,1095,3,0.1,422.2,44,0
46247,9/11/2022 6:14,19447,1349,4,0.05,245.06,5,0
